Row 1: Num | ID | Work Item Type | Title | Test Step | Step Action | Step Expected | Area Path
Row 795:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 796:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 797:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 798:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 799:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 800:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 801:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 802:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 803:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 804:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 805:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 806:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 807:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 808:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations" under the "Managed policies".  <NL>  | "UserAccountControl_OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 809:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic | "UserAccountControl_OnlyElevateUIAccessApplicationsThatAreInstalledInSecureLocations" should be disappear <NL>  | 
Row 810:  |  |  |  | 10 |  <NL>  |  <NL>  | 
Row 811: 32 | 8926286 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][UserAccountControl] Elevated prompt for app installations |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 812:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 813:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 814:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 815:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 816:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 817:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 818:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 819:  |  |  |  | 4 | Selected the "Local Device Security Options"--"User Account Control" |  <NL>  | 
Row 820:  |  |  |  | 5 | Set the "Elevated prompt for app installations" to "Enable" |  <NL>  | 
Row 821:  |  |  |  | 6 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 822:  |  |  |  | 6.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 823:  |  |  |  | 6.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 824:  |  |  |  | 6.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 825:  |  |  |  | 6.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 826:  |  |  |  | 7 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 827:  |  |  |  | 7.1 | Open the "Settings" App |  <NL>  | 
Row 828:  |  |  |  | 7.2 | Click "Accounts" |  <NL>  | 
Row 829:  |  |  |  | 7.3 | Click "Access work or School" |  <NL>  | 
Row 830:  |  |  |  | 7.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 831:  |  |  |  | 7.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 832:  |  |  |  | 7.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 833:  |  |  |  | 7.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 834:  |  |  |  | 8 | check the result in the MDM Diagnostic Information, search for the rows with the Area label "UserAccountControl_DetectApplicationInstallationsAndPromptForElevation" under the "Managed policies".  <NL>  | "UserAccountControl_DetectApplicationInstallationsAndPromptForElevation" should be set to "1" as seen in the "Config Source" column <NL>  | 
Row 835:  |  |  |  | 9 | reopen the profile, and change the settings to "Not Configured", save profile and sync the device, recheck the value in MDM Diagnostic |  <NL>  | 
Row 836:  |  |  |  | 10 |  |  | 
Row 837: 33 | 8926321 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Interactive Logon]: Login message text |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 838:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 839:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 840:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 841:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 842:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 843:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 844:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 845:  |  |  |  | 4 | selected "Local Device Security Options" -  "Interactive Logon"  <NL> Set "Login message text" settings to "west1" and "Next" <NL>  |  <NL>  | 
Row 846:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 847:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 848:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 849:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 850:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 851:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 852:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 853:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 854:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 855:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 856:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 857:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 858:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 859:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 860:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 861:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”InteractiveLogon_MessageTextForUsersAttemptingToLogOn“. <NL> InteractiveLogon_MessageTextForUsersAttemptingToLogOn Should be west1. <NL>  | 
Row 862: 34 | 8926330 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Anonymous access to Named Pipes and Shares |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 863:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 864:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 865:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 866:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 867:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 868:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 869:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 870:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Anonymous access to Named Pipes and Shares" settings to "Block" and "Next" |  <NL>  | 
Row 871:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 872:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 873:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 874:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 875:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 876:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 877:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 878:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 879:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 880:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 881:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 882:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 883:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 884:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 885:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 886:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkAccess_RestrictAnonymousAccessToNamedPipesAndShares“. <NL> NetworkAccess_RestrictAnonymousAccessToNamedPipesAndShares Should be 1. <NL>  | 
Row 887:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkAccess_RestrictAnonymousAccessToNamedPipesAndShares“.  | 
Row 888: 35 | 8926365 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Anonymous enumeration of SAM accounts |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 889:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 890:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 891:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 892:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 893:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 894:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 895:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 896:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "Anonymous enumeration of SAM accounts" settings to "Block" and "Next" |  <NL>  | 
Row 897:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 898:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 899:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 900:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 901:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 902:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 903:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 904:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 905:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 906:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 907:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 908:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 909:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 910:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 911:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 912:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkAccess_DoNotAllowAnonymousEnumerationOfSAMAccounts“. <NL> NetworkAccess_DoNotAllowAnonymousEnumerationOfSAMAccounts Should be 1. <NL>  | 
Row 913:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkAccess_DoNotAllowAnonymousEnumerationOfSAMAccounts“.  | 
Row 914: 36 | 8926384 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Anonymous enumeration of SAM accounts and shares |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 915:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 916:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 917:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 918:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 919:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 920:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 921:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 922:  |  |  |  | 4 | selected "Local Device Security Options "Network access and security"  <NL> Set "Anonymous enumeration of SAM accounts and shares" settings to "Block" and "Next" |  <NL>  | 
Row 923:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 924:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 925:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 926:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 927:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 928:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 929:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 930:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 931:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 932:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 933:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 934:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 935:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 936:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 937:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 938:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkAccess_DoNotAllowAnonymousEnumerationOfSamAccountsAndShares“. <NL> NetworkAccess_DoNotAllowAnonymousEnumerationOfSamAccountsAndShares Should be 1. <NL>  | 
Row 939:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkAccess_DoNotAllowAnonymousEnumerationOfSamAccountsAndShares“.  | 
Row 940: 37 | 8926532 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: LAN Manager hash value stored on password change |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 941:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 942:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 943:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 944:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 945:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 946:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 947:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 948:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "LAN Manager hash value stored on password change" settings to "Block" and "Next" |  <NL>  | 
Row 949:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 950:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 951:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 952:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 953:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 954:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 955:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 956:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 957:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 958:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 959:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 960:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 961:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 962:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 963:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 964:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_DoNotStoreLANManagerHashValueOnNextPasswordChange“. <NL> NetworkSecurity_DoNotStoreLANManagerHashValueOnNextPasswordChange Should be 1. <NL>  | 
Row 965:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkSecurity_DoNotStoreLANManagerHashValueOnNextPasswordChange“.  | 
Row 966: 38 | 8926550 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: PKU2U authentication requests |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 967:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
Row 968:  |  |  |  | 1.1 | Login to  MEM admin center with your admin account: <NL> DF: https://aka.ms/intunedf <NL> SH: https://aka.ms/IntuneSH <NL> Canary: https://aka.ms/IntuneCanary <NL> PE: https://aka.ms/intune <NL> Fairfax: https://aka.ms/intuneFF <NL> Mooncake: https://aka.ms/intuneMC |  <NL>  | 
Row 969:  |  |  |  | 1.2 | Click the "Device" in the left list column <NL>  |  <NL>  | 
Row 970:  |  |  |  | 1.3 | Click the "configuration profile" feature in "Device" <NL>  |  <NL>  | 
Row 971:  |  |  |  | 1.4 | Click "Create profile", and select Platform : "Windows 10 and later" <NL>  |  <NL>  | 
Row 972:  |  |  |  | 2 | selected the "Endpoint Protection" in Profile and click the "Create" button <NL>  |  <NL>  | 
Row 973:  |  |  |  | 3 | Enter "test1" for "Name" and click the "Next" button <NL>  |  <NL>  | 
Row 974:  |  |  |  | 4 | selected "Local Device Security Options" -  "Network access and security"  <NL> Set "PKU2U authentication requests" settings to "Block" and "Next" |  <NL>  | 
Row 975:  |  |  |  | 5 | Assign the profile to User/Device group and complete the creation of the DC profile |  | 
Row 976:  |  |  |  | 5.1 | Click the "Selected groups to include" in "Included groups" <NL>  |  <NL>  | 
Row 977:  |  |  |  | 5.2 | search your group and select group, and click "Select" button <NL>  |  <NL>  | 
Row 978:  |  |  |  | 5.3 | Click "Next"--"Next"--"Next"--"Create" <NL>  |  <NL>  | 
Row 979:  |  |  |  | 5.4 | the profile will be created successful <NL>  |  <NL>  | 
Row 980:  |  |  |  | 6 | Enroll a windows 10 device to intune and Trigger a manual sync of MDM policies in Windows 10 Device |  | 
Row 981:  |  |  |  | 6.1 | Open the "Settings" App |  <NL>  | 
Row 982:  |  |  |  | 6.2 | Click "Accounts" |  <NL>  | 
Row 983:  |  |  |  | 6.3 | Click "Access work or School" |  <NL>  | 
Row 984:  |  |  |  | 6.4 | Click"Connect“  and enter the IW User email address that you want to deploy the Windows Profiles against. If you haven't created IW User or put the user into a group that is used to assign the Profile (policy), do it from Azure portal's "Users and Groups" blade before this step. Click "Next" after entering the account email. |  <NL>  | 
Row 985:  |  |  |  | 6.5 | Repeat Step4 and Step5 one more time to complete the MDM enrollment. First time "Connect" adds the "Connected to Microsoft MDM" icon. Enter the password for the user when prompted. |  <NL>  | 
Row 986:  |  |  |  | 6.6 | Click the "Info" button and click "Sync" button |  <NL>  | 
Row 987:  |  |  |  | 6.7 | Wait 5-10 minutes to allow profile assign to device |  <NL>  | 
Row 988:  |  |  |  | 7 | In the same window that was used at step 6. above, locate the "Advanced Diagnostic Report" situated at the bottom of the page, and click on the "Create report" button.  <NL>  |  <NL>  | 
Row 989:  |  |  |  | 8 | Click the "Export" button in the popup window - this will cause the log files to be exported to the file "c:\users\Public\Documents\MDMDiagnostics\MDMDiagReport.html" <NL>  |  <NL>  | 
Row 990:  |  |  |  | 9 | Double click on the file name, by default it will open with Edge. <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can find ”NetworkSecurity_AllowPKU2UAuthenticationRequests“. <NL> NetworkSecurity_AllowPKU2UAuthenticationRequests Should be 0. <NL>  | 
Row 991:  |  |  |  | 10 | Reopen the profile and changed the settings to "Not Configured" and "Save" the change and "Sync" the Device  <NL>  | Scroll down - You should see a section with  the title "Managed policies". You can't find ”NetworkSecurity_AllowPKU2UAuthenticationRequests“.  | 
Row 992: 39 | 8926576 | Test Case | [Shanghai Vendor][DC][Endpoint Protection][LocalDeviceSecurityOptions][Network access and security]: Restrict remote RPC connections to SAM |  |  |  | Intune\Mgmt\Device Configuration\DCv1
Row 993:  |  |  |  | 1 | Navigate to Create Profile blade on Intune Device Configuration |  | 
